dockerfile-web 1783775804653632034 1783775806591258358 ok
/dev/sda1      322239832064 102018482176 207063547904  34% /
dockerfile-monorepo-web 1783775806700947713 1783775807603975217 ok
/dev/sda1      322239832064 102018678784 207063351296  34% /
java-api-frontend-api 1783775807684119135 1783775813065662554 ok
/dev/sda1      322239832064 102830280704 206251749376  34% /
multi-service-web 1783775813229307262 1783775813970142943 ok
/dev/sda1      322239832064 102830419968 206251610112  34% /
